reviewId,lemmaId,lemma,meaningId,patternId,relationType,teachingStatus,cefrRecognition,cefrProduction,exampleId,exampleOrigin,d2Verdict,severity,editorialAcceptanceRecommended,meaningFit,patternCorrectness,complementCorrectness,learnerExplanationAssessment,errorNotesAssessment,exampleAssessment,englishAssessment,cefrAssessment,statusAssessment,siblingPatternAssessment,provenanceAssessment,findingId,findingCategory,findingSummary,blockingField,currentValue,blockingRationale,recommendedCorrection,affectsTier1ReferenceScope,freshReferenceVerificationRequired,requiredCanonicalChange,nonblockingNote
P7-NR-024,vp-l-bac-sie-0fcafe1aef9f,bać się,vp-m-bac-sie-worry-about-3a50faed54bf,vp-p-bac-sie-worry-about-o-accusative-concern-c4b9b8d6811b,lexical-frame,recognition-only,B1,,,,ACCEPT,NONE,YES,PASS — The worry-about scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — o + accusative (topic, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition B1 and production omitted fit the locked curriculum semantics.,PASS — recognition-only and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
P7-NR-025,vp-l-byc-8deae1e7376a,być,vp-m-byc-predicate-role-93c209d5654b,vp-p-byc-predicate-role-instrumental-predicate-3b90a83fbb30,constructional-frame,active-production,A1,A2,vp-e-byc-predicate-role-instrumental-predicate-first-year-student-181cc5a0b335,repository-reuse:card:a2-work-education-016.ex,ACCEPT,NONE,YES,PASS — The predicate-role scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — constructional-frame is appropriate for this selective, meaning-specific construction.","PASS — instrumental (predicate, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.","PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A1 and production A2 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Repository reuse resolves to the declared source exactly.,,,,,,,,,,,
P7-NR-026,vp-l-znac-a4c921e7688c,znać,vp-m-znac-be-acquainted-with-54b71d59f073,vp-p-znac-be-acquainted-with-accusative-object-379e19b36299,lexical-frame,active-production,A1,A1,vp-e-znac-be-acquainted-with-accusative-object-know-this-restaurant-966b2c8de5a3,repository-reuse:card:a1-first-verbs-012.ex,ACCEPT,NONE,YES,PASS — The be-acquainted-with scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — accusative (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A1 and production A1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Repository reuse resolves to the declared source exactly.,,,,,,,,,,,
P7-NR-027,vp-l-lubic-a9766b487203,lubić,vp-m-lubic-enjoy-thing-or-activity-fd56f32d6d55,vp-p-lubic-enjoy-thing-or-activity-accusative-object-7e585a50878f,lexical-frame,active-production,A1,A1,vp-e-lubic-enjoy-thing-or-activity-accusative-object-polish-food-857835bb5b81,repository-reuse:card:a1-first-verbs-018.ex,ACCEPT,NONE,YES,PASS — The enjoy-thing-or-activity scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — accusative (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A1 and production A1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Repository reuse resolves to the declared source exactly.,,,,,,,,,,,
P7-NR-028,vp-l-lubic-a9766b487203,lubić,vp-m-lubic-enjoy-thing-or-activity-fd56f32d6d55,vp-p-lubic-enjoy-thing-or-activity-infinitive-activity-be3742b7ce45,lexical-frame,active-production,A1,A1,vp-e-lubic-enjoy-thing-or-activity-infinitive-activity-reading-before-sleep-d573db6f04d1,repository-reuse:card:a1-free-time-003.ex,CHANGES NEEDED,MEDIUM,NO,PASS — The enjoy-thing-or-activity scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — infinitive (content, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","BLOCK — Meaning is clear, but 'before sleep' is an unnatural everyday translation.",PASS — Recognition A1 and production A1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS CURRENTLY / COUPLED FIX — Reuse resolves exactly now; the English correction must be synchronized with card a1-free-time-003.ex or the origin must be truthfully reclassified.,P7-D2-003,learner-facing English wording and reuse synchronization,The repository-reused English example 'before sleep' is not idiomatic neutral English.,pattern vp-p-lubic-enjoy-thing-or-activity-infinitive-activity-be3742b7ce45 examples[0].en and its repository source card a1-free-time-003.ex,I like reading before sleep.,"The natural everyday phrase is 'before bed' or 'before going to sleep'. Because the example declares repository reuse, an editorial-only text edit would also make the provenance resolution false.","Change both card a1-free-time-003.ex and examples[0].en to 'I like reading before bed.', preserving exact repository reuse.",NO,NO,"FIELD: pattern vp-p-lubic-enjoy-thing-or-activity-infinitive-activity-be3742b7ce45 examples[0].en and its repository source card a1-free-time-003.ex; CURRENT: I like reading before sleep.; WHY: The natural everyday phrase is 'before bed' or 'before going to sleep'. Because the example declares repository reuse, an editorial-only text edit would also make the provenance resolution false.; CORRECTION: Change both card a1-free-time-003.ex and examples[0].en to 'I like reading before bed.', preserving exact repository reuse.; TIER-1/REFERENCE SCOPE: unaffected; FRESH REFERENCE VERIFICATION: no.",
P7-NR-029,vp-l-mowic-5f4740bd3f57,mówić,vp-m-mowic-tell-content-15073cbb8666,vp-p-mowic-tell-content-dative-recipient-accusative-content-2f2b1add1960,lexical-frame,active-production,A2,B1,,,ACCEPT,NONE,YES,PASS — The tell-content scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — dative (recipient, optional); accusative (content, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition A2 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
P7-NR-030,vp-l-mowic-5f4740bd3f57,mówić,vp-m-mowic-tell-content-15073cbb8666,vp-p-mowic-tell-content-dative-recipient-ze-clause-a01ddc4a4736,lexical-frame,active-production,A2,B1,,,ACCEPT,NONE,YES,PASS — The tell-content scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — dative (recipient, optional); ze-clause (content, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition A2 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
P7-NR-031,vp-l-pytac-0410b0f88718,pytać,vp-m-pytac-ask-for-information-edc2b66ff9d6,vp-p-pytac-ask-for-information-o-accusative-topic-c89674d989d8,lexical-frame,active-production,A2,A2,vp-e-pytac-ask-for-information-o-accusative-topic-asking-about-the-price-662fceb895d3,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The ask-for-information scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — o + accusative (topic, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A2 and production A2 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-032,vp-l-pytac-0410b0f88718,pytać,vp-m-pytac-ask-for-information-edc2b66ff9d6,vp-p-pytac-ask-for-information-accusative-person-o-accusative-topic-841b41ed735a,lexical-frame,active-production,A2,B1,vp-e-pytac-ask-for-information-accusative-person-o-accusative-topic-asking-a-friend-about-a-restaurant-4e51f8927a78,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The ask-for-information scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — accusative (interlocutor, required); o + accusative (topic, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.","PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A2 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-033,vp-l-widziec-59dbe12f8b3d,widzieć,vp-m-widziec-perceive-visually-65710cb07f86,vp-p-widziec-perceive-visually-accusative-object-80b697e51432,lexical-frame,active-production,A1,A1,vp-e-widziec-perceive-visually-accusative-object-saw-your-sister-ec51af47f224,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The perceive-visually scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — accusative (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A1 and production A1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-034,vp-l-miec-3d78141ba164,mieć,vp-m-miec-possess-1ba1201b22bf,vp-p-miec-possess-accusative-object-7181f802bd57,lexical-frame,active-production,A1,A1,vp-e-miec-possess-accusative-object-two-cats-and-a-dog-2ce2746c0cfc,repository-reuse:card:a1-first-verbs-002.ex,ACCEPT,NONE,YES,PASS — The possess scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — accusative (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A1 and production A1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Repository reuse resolves to the declared source exactly.,,,,,,,,,,,
P7-NR-035,vp-l-myslec-8be636ebca9e,myśleć,vp-m-myslec-think-about-fa2e0ab5d95a,vp-p-myslec-think-about-o-locative-topic-edf0461e0dd2,lexical-frame,active-production,A2,A2,vp-e-myslec-think-about-o-locative-topic-thinking-about-the-exam-10ede796a5be,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The think-about scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — o + locative (topic, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.","PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A2 and production A2 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-036,vp-l-znalezc-eec53e19f1a0,znaleźć,vp-m-znalezc-find-8a0f0f34b6e8,vp-p-znalezc-find-accusative-object-d80c52211462,lexical-frame,active-production,A2,B1,vp-e-znalezc-find-accusative-object-finally-found-a-flat-3609f7a71e3f,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The find scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — accusative (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.","PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition A2 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-037,vp-l-podobac-sie-26084690c7ca,podobać się,vp-m-podobac-sie-appeal-to-a74665181e3f,vp-p-podobac-sie-appeal-to-nominative-stimulus-dative-experiencer-ef199e675ee9,subject-experiencer,active-production,A2,A2,,,CHANGES NEEDED,MEDIUM,NO,PASS — The appeal-to scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — subject-experiencer is appropriate for this selective, meaning-specific construction.","PASS — nominative (subject, required); dative (experiencer, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","BLOCK — Role mapping is accurate, but its sole Polish model uses marked rather than neutral clitic order.","BLOCK — The distractor is relevant, but the correction repeats the same marked word order instead of a neutral production model.",PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition A2 and production A2 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Not applicable because this row has no canonical example.,P7-D2-004,learner-facing Polish word order,The only positive learner model for podobać się uses contextually marked clitic order in both the explanation and error correction.,pattern vp-p-podobac-sie-appeal-to-nominative-stimulus-dative-experiencer-ef199e675ee9 learnerExplanationEn and errorNotes[0].guidanceEn,The thing liked is the subject and the person is Dative: ten film podoba mi się. || The thing liked is the subject and the person is Dative: ten film podoba mi się.,"'Ten film podoba mi się' is possible with contextual focus, but the neutral standalone learner model is 'Ten film mi się podoba'. This active-production row has no example to supply the neutral order.","In both fields replace 'ten film podoba mi się' with 'ten film mi się podoba'; change no role, complement, relation type, CEFR, or teaching status.",NO,NO,"FIELD: pattern vp-p-podobac-sie-appeal-to-nominative-stimulus-dative-experiencer-ef199e675ee9 learnerExplanationEn and errorNotes[0].guidanceEn; CURRENT: The thing liked is the subject and the person is Dative: ten film podoba mi się. || The thing liked is the subject and the person is Dative: ten film podoba mi się.; WHY: 'Ten film podoba mi się' is possible with contextual focus, but the neutral standalone learner model is 'Ten film mi się podoba'. This active-production row has no example to supply the neutral order.; CORRECTION: In both fields replace 'ten film podoba mi się' with 'ten film mi się podoba'; change no role, complement, relation type, CEFR, or teaching status.; TIER-1/REFERENCE SCOPE: unaffected; FRESH REFERENCE VERIFICATION: no.",
P7-NR-038,vp-l-ufac-6a061471e40a,ufać,vp-m-ufac-trust-92b1bdb490f0,vp-p-ufac-trust-dative-object-10988adac8cd,lexical-frame,active-production,B1,B1,,,ACCEPT,NONE,YES,PASS — The trust scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — dative (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.",PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition B1 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
P7-NR-039,vp-l-wierzyc-171eb7790262,wierzyć,vp-m-wierzyc-have-trust-0a6cbf4eee17,vp-p-wierzyc-have-trust-dative-object-f38bb3e72123,lexical-frame,active-production,A2,B1,,,ACCEPT,NONE,YES,PASS — The have-trust scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — dative (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.",PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition A2 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
P7-NR-040,vp-l-wierzyc-171eb7790262,wierzyć,vp-m-wierzyc-have-trust-0a6cbf4eee17,vp-p-wierzyc-have-trust-w-accusative-target-6561408ea8d1,lexical-frame,active-production,B1,B1,,,ACCEPT,NONE,YES,PASS — The have-trust scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — w + accusative (target, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition B1 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
P7-NR-041,vp-l-zajmowac-sie-176f8a1300f8,zajmować się,vp-m-zajmowac-sie-occupation-activity-7e3a8332a3bc,vp-p-zajmowac-sie-occupation-activity-instrumental-topic-3321df3f989e,lexical-frame,active-production,A2,B1,,,ACCEPT,NONE,YES,PASS — The occupation-activity scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — instrumental (topic, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.",PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition A2 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
P7-NR-042,vp-l-zajmowac-sie-176f8a1300f8,zajmować się,vp-m-zajmowac-sie-look-after-person-b23fbb8fc99b,vp-p-zajmowac-sie-look-after-person-instrumental-object-6f93facbd939,lexical-frame,recognition-only,B1,,vp-e-zajmowac-sie-look-after-person-instrumental-object-looking-after-my-sisters-daughter-1976cdf5b971,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The look-after-person scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — instrumental (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition B1 and production omitted fit the locked curriculum semantics.,PASS — recognition-only and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-043,vp-l-opiekowac-sie-3a290ee21577,opiekować się,vp-m-opiekowac-sie-care-for-278e820d8562,vp-p-opiekowac-sie-care-for-instrumental-object-8aa6f0a91e5b,lexical-frame,active-production,B1,B1,vp-e-opiekowac-sie-care-for-instrumental-object-caring-for-a-sick-grandmother-5d1ea100cdfa,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The care-for scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — instrumental (object, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.","PASS — The note is grammatical, relevant, internally coherent, and pedagogically useful.","PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition B1 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — No sibling-pattern conflict exists for this canonical lemma/meaning.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-044,vp-l-zalezec-679daa27f9be,zależeć,vp-m-zalezec-depend-on-d640b1729639,vp-p-zalezec-depend-on-od-genitive-source-1ad29f7a1318,lexical-frame,active-production,B1,B1,vp-e-zalezec-depend-on-od-genitive-source-plans-depend-on-the-weather-e539ac27be66,editorial-generated:priority7-example-generation:2026-08-16,ACCEPT,NONE,YES,PASS — The depend-on scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — od + genitive (topic, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,"PASS — The Polish example is natural, sense-specific, standalone, level-appropriate, and illustrates the governed construction.","PASS — The English is natural and preserves the situation, sense, and participants.",PASS — Recognition B1 and production B1 fit the locked curriculum semantics.,PASS — active-production and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Editorial-generated provenance truthfully records process without claiming human authorship or repository reuse.,,,,,,,,,,,
P7-NR-045,vp-l-zalezec-679daa27f9be,zależeć,vp-m-zalezec-matter-to-someone-e7bf97e3c145,vp-p-zalezec-matter-to-someone-dative-experiencer-na-locative-1fc4131471cc,lexical-frame,recognition-only,B1,,,,ACCEPT,NONE,YES,PASS — The matter-to-someone scope and glosses isolate the authored sense without claiming exhaustive dictionary valency.,"PASS — lexical-frame is appropriate for this selective, meaning-specific construction.","PASS — dative (experiencer, required); na + locative (topic, required) correctly states the participants, roles, government, and required/optional choices of this pattern.","PASS — Concise, construction-specific, accurate about roles and government, and consistent with the final pattern.",PASS — No error note is required; the omission creates no contradiction or teaching gap.,PASS — No example is authored for this row; the locked 29-example pilot does not require one here and the remaining learner material is coherent.,PASS — Not applicable because this pattern has no canonical example.,PASS — Recognition B1 and production omitted fit the locked curriculum semantics.,PASS — recognition-only and the default-false activity allowlist are internally consistent.,PASS — The sibling rows preserve distinct senses/frames and the learner wording keeps their participant mappings coherent.,PASS — Not applicable because this row has no canonical example.,,,,,,,,,,,
