reviewId,lemmaId,lemma,lemmaAspect,lemmaReflexive,meaningId,meaningKey,meaningGlossesEn,meaningInternalScope,patternId,patternKey,relationType,complements,cefrRecognition,cefrProduction,teachingStatus,usagePriority,usageRegister,activityEligibility,learnerExplanationEn,errorNotes,examplePl,exampleEn,exampleId,exampleKey,exampleOrigin,evidenceSources,evidenceNotes,reviewState,releaseMode,contentRefs,siblingPatterns
P7-NR-023,vp-l-bac-sie-0fcafe1aef9f,bać się,imperfective,true,vp-m-bac-sie-be-afraid-of-60cc08a05be5,be-afraid-of,be afraid of; fear,"Fearing a person, animal, thing or situation felt to be dangerous. The lexical się is part of the verb.",vp-p-bac-sie-be-afraid-of-genitive-stimulus-4f1d684a5144,genitive-stimulus,lexical-frame,"genitive (target, required)",A2,B1,active-production,core,neutral,,What you are afraid of goes in the Genitive: boję się burzy.,predicted-distractor: boję się pająki -> Bać się takes the Genitive: boję się pająków.,Boję się pająków i latania samolotem.,I am afraid of spiders and of flying.,vp-e-bac-sie-be-afraid-of-genitive-stimulus-spiders-and-flying-05ebb1adaeeb,spiders-and-flying,repository-reuse:card:b1-character-emotions-010.ex,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/2148/bac-sie/5056328 (sense 'bandytow') - Skladnia | medak-2011-detailed-entry/complement-frame: detailed sample entry 5 | repository/complement-frame: data-b1.js#b1-character-emotions-010,Contemporary Skladnia gives the bare KOGO/CZEGO Genitive frame plus clause and infinitive frames. | 2011 detailed entry heads the same bare Genitive frame and also lists an o + Accusative frame; both survive in the contemporary reference. | Existing B1 card teaches the bare Genitive frame.,reference-verified,solo-maintainer-reference-backed,card:b1-character-emotions-010(support) | topic:grammar-cases-genitive(support),"P7-NR-024 [worry-about] o-accusative-concern (o + accusative (topic, required)) recognition-only"
P7-NR-024,vp-l-bac-sie-0fcafe1aef9f,bać się,imperfective,true,vp-m-bac-sie-worry-about-3a50faed54bf,worry-about,worry about; fear for,Fearing that harm may come to someone or something one cares about. Different participant mapping from the danger-source sense.,vp-p-bac-sie-worry-about-o-accusative-concern-c4b9b8d6811b,o-accusative-concern,lexical-frame,"o + accusative (topic, required)",B1,,recognition-only,common,neutral,,"To say who you worry about, use o + Accusative: boję się o dzieci.",,,,,,,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/2148/bac-sie/5056329 (sense 'o dzieci') - Skladnia | medak-2011-detailed-entry/complement-frame: detailed sample entry 5,Contemporary reference numbers this as a separate sense with an o + Accusative frame. | 2011 detailed entry already lists o co?/o kogo? alongside the Genitive frame in the same article.,reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-accusative(support),"P7-NR-023 [be-afraid-of] genitive-stimulus (genitive (target, required)) active-production"
P7-NR-025,vp-l-byc-8deae1e7376a,być,imperfective,false,vp-m-byc-predicate-role-93c209d5654b,predicate-role,"be (a role, profession or category)","Predicating a role, profession or category of the subject. Deliberately excludes the fixed to jest identification construction, which Phase 1 classified as out of corpus.",vp-p-byc-predicate-role-instrumental-predicate-3b90a83fbb30,instrumental-predicate,constructional-frame,"instrumental (predicate, required)",A1,A2,active-production,core,neutral,,"For a role or profession after być, use the Instrumental: jestem studentem.",predicted-distractor: jestem student -> After być a role or profession takes the Instrumental: jestem studentem.,Jestem studentem pierwszego roku.,I am a first-year student.,vp-e-byc-predicate-role-instrumental-predicate-first-year-student-181cc5a0b335,first-year-student,repository-reuse:card:a2-work-education-016.ex,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/31129/byc/4691503 (sense 'aktorem') - Skladnia | medak-2011-detailed-entry/complement-frame: detailed sample entry 25 | repository/complement-frame: data-grammar.js#grammar-cases-instrumental-003 | repository/contrast: data-grammar.js#grammar-cases-nominative-004,Contemporary Skladnia lists byc + CZYM as one of three predicative frames for this sense. | 2011 detailed entry lists czym? among a very long frame inventory; the pilot authors only the role/profession predicate. | Existing Instrumental drill teaches the predicative frame. | Existing Nominative drill explains that the fixed to jest construction keeps the Nominative; that construction stays out of this corpus.,reference-verified,solo-maintainer-reference-backed,card:a1-about-me-026(support) | drill:grammar-cases-instrumental-003(practice) | topic:grammar-cases-instrumental(support) | topic:grammar-cases-nominative(contrast),
P7-NR-026,vp-l-znac-a4c921e7688c,znać,imperfective,false,vp-m-znac-be-acquainted-with-54b71d59f073,be-acquainted-with,"know (a person, place or fact)","Being acquainted with a person, place or piece of information. Not umieć (know how) and not wiedzieć (know that).",vp-p-znac-be-acquainted-with-accusative-object-379e19b36299,accusative-object,lexical-frame,"accusative (object, required)",A1,A1,active-production,core,neutral,,Znać takes a plain Accusative object: znam tę restaurację.,,Czy znasz tę restaurację?,Do you know this restaurant?,vp-e-znac-be-acquainted-with-accusative-object-know-this-restaurant-966b2c8de5a3,know-this-restaurant,repository-reuse:card:a1-first-verbs-012.ex,"wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/36807/znac/4083225 (sense 'ludzi, fakty, miejsca') - Skladnia | medak-2011-headword-index/lemma: headword index entry 972 | repository/complement-frame: data-grammar.js#grammar-cases-accusative-005","Contemporary Skladnia gives KOGO/CO plus an indirect-question frame. | Listed form for znać; headword-inventory presence only, no detailed entry exposed in the demo. | Existing Accusative drill teaches the direct object frame.",reference-verified,solo-maintainer-reference-backed,card:a1-first-verbs-012(support) | drill:grammar-cases-accusative-005(practice) | topic:grammar-cases-accusative(support) | topic:building-sentences-negation(contrast),
P7-NR-027,vp-l-lubic-a9766b487203,lubić,imperfective,false,vp-m-lubic-enjoy-thing-or-activity-fd56f32d6d55,enjoy-thing-or-activity,like; enjoy,"Taking pleasure in a thing or in doing something, with the person who enjoys it as the subject. One contemporary sense covers both the nominal object and the infinitive activity. Excludes the separately numbered people sense (lubić kogoś) and contrasts with podobać się, where the roles are reversed.",vp-p-lubic-enjoy-thing-or-activity-accusative-object-7e585a50878f,accusative-object,lexical-frame,"accusative (object, required)",A1,A1,active-production,core,neutral,,"For a thing you enjoy, lubić takes a plain Accusative object: lubię kawę.",,Lubię polskie jedzenie.,I like Polish food.,vp-e-lubic-enjoy-thing-or-activity-accusative-object-polish-food-857835bb5b81,polish-food,repository-reuse:card:a1-first-verbs-018.ex,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/37948/lubic/4064835 (sense 'podrozowac') - Skladnia | medak-2011-headword-index/lemma: headword index entry 197 | repository/complement-frame: data-a1.js#a1-first-verbs-018,"One contemporary sense lists CO, BEZOKOLICZNIK and clause frames together, and its collocations cover consumables and abstract nouns as well as activity verbs. | Listed form for lubić; headword-inventory presence only, no detailed entry exposed in the demo. | Existing A1 verb card teaches the Accusative object with a thing.",reference-verified,solo-maintainer-reference-backed,card:a1-first-verbs-018(support) | card:a1-food-basics-023(contrast) | topic:grammar-cases-accusative(support) | topic:building-sentences-negation(contrast),"P7-NR-028 [enjoy-thing-or-activity] infinitive-activity (infinitive (content, required)) active-production"
P7-NR-028,vp-l-lubic-a9766b487203,lubić,imperfective,false,vp-m-lubic-enjoy-thing-or-activity-fd56f32d6d55,enjoy-thing-or-activity,like; enjoy,"Taking pleasure in a thing or in doing something, with the person who enjoys it as the subject. One contemporary sense covers both the nominal object and the infinitive activity. Excludes the separately numbered people sense (lubić kogoś) and contrasts with podobać się, where the roles are reversed.",vp-p-lubic-enjoy-thing-or-activity-infinitive-activity-be3742b7ce45,infinitive-activity,lexical-frame,"infinitive (content, required)",A1,A1,active-production,core,neutral,,"To say which activity you enjoy, use an infinitive: lubię czytać.",,Lubię czytać przed snem.,I like reading before sleep.,vp-e-lubic-enjoy-thing-or-activity-infinitive-activity-reading-before-sleep-d573db6f04d1,reading-before-sleep,repository-reuse:card:a1-free-time-003.ex,"wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/37948/lubic/4064835 (sense 'podrozowac') - Skladnia, BEZOKOLICZNIK frame | repository/complement-frame: data-a1.js#a1-free-time-003",The same contemporary sense that licenses the nominal object also lists the bare infinitive frame. | Existing A1 free-time card already uses the infinitive frame.,reference-verified,solo-maintainer-reference-backed,card:a1-free-time-003(support),"P7-NR-027 [enjoy-thing-or-activity] accusative-object (accusative (object, required)) active-production"
P7-NR-029,vp-l-mowic-5f4740bd3f57,mówić,imperfective,false,vp-m-mowic-tell-content-15073cbb8666,tell-content,say; tell,"Communicating content to a person. One meaning, two realisations of the content: a nominal object and a że clause. Excludes the language-ability use, which needs an adverbial the model cannot represent.",vp-p-mowic-tell-content-dative-recipient-accusative-content-2f2b1add1960,dative-recipient-accusative-content,lexical-frame,"dative (recipient, optional); accusative (content, required)",A2,B1,active-production,common,neutral,,The thing told is Accusative and the person told is Dative; the person can be left out: mówię prawdę.,,,,,,,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/7908/mowic/4854655 (sense 'o milosci') - Skladnia | medak-2011-headword-index/lemma: headword index entry 226 | repository/complement-frame: data-grammar.js#grammar-cases-dative,"Contemporary Skladnia lists (KOMU) + CO alongside a do KOGO alternant for the addressee. | Listed form for mówić; headword-inventory presence only, no detailed entry exposed in the demo. | Existing Dative lesson lists mowic among the verbs that take a Dative person.",reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-dative(support) | topic:grammar-cases-accusative(support),"P7-NR-030 [tell-content] dative-recipient-ze-clause (dative (recipient, optional); ze-clause (content, required)) active-production"
P7-NR-030,vp-l-mowic-5f4740bd3f57,mówić,imperfective,false,vp-m-mowic-tell-content-15073cbb8666,tell-content,say; tell,"Communicating content to a person. One meaning, two realisations of the content: a nominal object and a że clause. Excludes the language-ability use, which needs an adverbial the model cannot represent.",vp-p-mowic-tell-content-dative-recipient-ze-clause-a01ddc4a4736,dative-recipient-ze-clause,lexical-frame,"dative (recipient, optional); ze-clause (content, required)",A2,B1,active-production,common,neutral,,"The same meaning with clause content: że introduces what is said, and the person, if named, is Dative: mówię, że to prawda.",,,,,,,"wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/7908/mowic/4854655 (sense 'o milosci') - Skladnia, (KOMU) + ze ZDANIE frame | repository/contrast: data-a2.js#a2-describing-past-006",Existing A2 card shows the clause frame with the perfective partner powiedziec.,reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-dative(support) | topic:building-sentences-so-that(contrast),"P7-NR-029 [tell-content] dative-recipient-accusative-content (dative (recipient, optional); accusative (content, required)) active-production"
P7-NR-031,vp-l-pytac-0410b0f88718,pytać,imperfective,false,vp-m-pytac-ask-for-information-edc2b66ff9d6,ask-for-information,ask; ask about,Addressing someone in order to obtain information. Excludes the classroom examine sense.,vp-p-pytac-ask-for-information-o-accusative-topic-c89674d989d8,o-accusative-topic,lexical-frame,"o + accusative (topic, required)",A2,A2,active-production,core,neutral,,Use o + Accusative for what you ask about: pytam o cenę.,,Zawsze pytam o cenę.,I always ask about the price.,vp-e-pytac-ask-for-information-o-accusative-topic-asking-about-the-price-662fceb895d3,asking-about-the-price,editorial-generated:priority7-example-generation:2026-08-16,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/33004/pytac/4871680 (sense 'zeby sie dowiedziec') - Skladnia | medak-2011-headword-index/lemma: headword index entry 573 | repository/contrast: data-a2.js#a2-healthcare-appointments-017,"Skladnia pairs o KOGO/CO with KOGO, but Polaczenia realises the o phrase with no expressed addressee, and Cytaty show the addressee omitted. Support is a single collocation, not a whole class. | Listed form for pytać; headword-inventory presence only, no detailed entry exposed in the demo. | Existing A2 card shows the o + Accusative topic with the perfective partner zapytac.",reference-verified,solo-maintainer-reference-backed,card:a2-healthcare-appointments-017(contrast) | topic:grammar-cases-accusative(support),"P7-NR-032 [ask-for-information] accusative-person-o-accusative-topic (accusative (interlocutor, required); o + accusative (topic, required)) active-production"
P7-NR-032,vp-l-pytac-0410b0f88718,pytać,imperfective,false,vp-m-pytac-ask-for-information-edc2b66ff9d6,ask-for-information,ask; ask about,Addressing someone in order to obtain information. Excludes the classroom examine sense.,vp-p-pytac-ask-for-information-accusative-person-o-accusative-topic-841b41ed735a,accusative-person-o-accusative-topic,lexical-frame,"accusative (interlocutor, required); o + accusative (topic, required)",A2,B1,active-production,common,neutral,,The person asked is Accusative and the topic takes o + Accusative.,predicted-distractor: pytam mamie o adres -> The person asked is Accusative: pytam mamę o adres.,Pytam koleżankę o nową restaurację.,I am asking my friend about the new restaurant.,vp-e-pytac-ask-for-information-accusative-person-o-accusative-topic-asking-a-friend-about-a-restaurant-4e51f8927a78,asking-a-friend-about-a-restaurant,editorial-generated:priority7-example-generation:2026-08-16,"wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/33004/pytac/4871680 (sense 'zeby sie dowiedziec') - Skladnia, KOGO + o KOGO/CO frame | repository/usage-register: data-b1.js#b1-everyday-slang-010","The only existing repository sentence with this verb and an o phrase is marked slang, so it is referenced but not reused as a learner example.",reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-accusative(support),"P7-NR-031 [ask-for-information] o-accusative-topic (o + accusative (topic, required)) active-production"
P7-NR-033,vp-l-widziec-59dbe12f8b3d,widzieć,imperfective,false,vp-m-widziec-perceive-visually-65710cb07f86,perceive-visually,see,"Perceiving something with the eyes by looking at it. Not the separately numbered encounter/meet sense, and not the figurative understand sense.",vp-p-widziec-perceive-visually-accusative-object-80b697e51432,accusative-object,lexical-frame,"accusative (object, required)",A1,A1,active-production,core,neutral,,Widzieć takes a plain Accusative object: widzę kota.,,Czy widzisz tę czerwoną torbę?,Do you see that red bag?,vp-e-widziec-perceive-visually-accusative-object-saw-your-sister-ec51af47f224,saw-your-sister,editorial-generated:priority7-example-generation:2026-08-16,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/20375/widziec/4938152 (sense 'dziure') - Skladnia | medak-2011-headword-index/lemma: headword index entry 778 | repository/complement-frame: data-grammar.js#grammar-cases-accusative-002,"Sense 1 is the visual-perception sense and its Skladnia gives KOGO/CO. The separately numbered encounter sense is not the source for this record. | Listed form for widzieć; headword-inventory presence only, no detailed entry exposed in the demo. | Existing Accusative drill teaches the direct object frame.",reference-verified,solo-maintainer-reference-backed,card:a2-describing-past-005(support) | drill:grammar-cases-accusative-002(practice) | topic:grammar-cases-accusative(support),
P7-NR-034,vp-l-miec-3d78141ba164,mieć,imperfective,false,vp-m-miec-possess-1ba1201b22bf,possess,have; own,"Possessing or being associated with a thing. Deliberately excludes obligation (mieć coś zrobić), age and time expressions, and the many idioms.",vp-p-miec-possess-accusative-object-7181f802bd57,accusative-object,lexical-frame,"accusative (object, required)",A1,A1,active-production,core,neutral,,Mieć takes a plain Accusative object: mam psa.,,Mam dwa koty i psa.,I have two cats and a dog.,vp-e-miec-possess-accusative-object-two-cats-and-a-dog-2ce2746c0cfc,two-cats-and-a-dog,repository-reuse:card:a1-first-verbs-002.ex,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/42202/miec/4504388 (sense 'samochod') - Skladnia | medak-2011-headword-index/lemma: headword index entry 214 | repository/complement-frame: data-a1.js#a1-first-verbs-002,"Contemporary Skladnia gives CO for the possession sense; the entry has nineteen numbered senses in total. | Listed form for mieć; headword-inventory presence only, no detailed entry exposed in the demo. | Existing A1 verb card teaches the Accusative object.",reference-verified,solo-maintainer-reference-backed,card:a1-first-verbs-002(support) | topic:grammar-cases-accusative(support) | topic:building-sentences-negation(contrast),
P7-NR-035,vp-l-myslec-8be636ebca9e,myśleć,imperfective,false,vp-m-myslec-think-about-fa2e0ab5d95a,think-about,think about,"Directing attention to a topic. Not the opinion sense (sądzić, uważać) and not the intention sense (zamierzać).",vp-p-myslec-think-about-o-locative-topic-edf0461e0dd2,o-locative-topic,lexical-frame,"o + locative (topic, required)",A2,A2,active-production,core,neutral,,Use o + Locative for what you think about: myślę o wakacjach.,predicted-distractor: myślę o wakacje -> After o in this meaning use the Locative: myślę o wakacjach.,Ciągle myślę o egzaminie.,I keep thinking about the exam.,vp-e-myslec-think-about-o-locative-topic-thinking-about-the-exam-10ede796a5be,thinking-about-the-exam,editorial-generated:priority7-example-generation:2026-08-16,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/17097/myslec/4692666 (sense 'logicznie') - Skladnia | medak-2011-headword-index/lemma: headword index entry 232 | repository/complement-frame: data-grammar.js#grammar-cases-locative-006 | repository/contrast: data-b1.js#b1-expressing-opinions-009,"Skladnia gives (o CZYM | nad CZYM) as alternants of one optional slot; only o + Locative is authored, and the nad alternant is left to native review. | Listed form for myśleć; headword-inventory presence only, no detailed entry exposed in the demo. | Existing Locative drill teaches o + Locative with this verb; its complete sentence lives in a 'full' field, which is outside the locked repository-reuse provenance enum. | The only existing complete sentence with this verb realises the excluded opinion sense, so it is referenced as a contrast and is not reused as a learner example.",reference-verified,solo-maintainer-reference-backed,card:b1-expressing-opinions-009(contrast) | drill:grammar-cases-locative-006(practice) | topic:grammar-cases-locative(support),
P7-NR-036,vp-l-znalezc-eec53e19f1a0,znaleźć,perfective,false,vp-m-znalezc-find-8a0f0f34b6e8,find,find,"Successfully locating something looked for. The result counterpart of szukać, but a separate lemma with a different case.",vp-p-znalezc-find-accusative-object-d80c52211462,accusative-object,lexical-frame,"accusative (object, required)",A2,B1,active-production,core,neutral,,"Znaleźć takes the Accusative, unlike szukać, which takes the Genitive.",predicted-distractor: znaleźć mieszkania -> Znaleźć takes the Accusative: znaleźć mieszkanie. Only szukać uses the Genitive.,W końcu znalazłam nową pracę.,I finally found a new job.,vp-e-znalezc-find-accusative-object-finally-found-a-flat-3609f7a71e3f,finally-found-a-flat,editorial-generated:priority7-example-generation:2026-08-16,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/6372/znalezc/5029085 (sense 'prace') - Skladnia | repository/complement-frame: data-a2.js#a2-describing-past-022 | repository/contrast: data-a1.js#a1-first-verbs-020,Contemporary Skladnia gives a single KOGO/CO frame. | Existing A2 card uses the Accusative object. | The existing szukac card carries a free-text pair string linking these two lemmas; the pairing is unreviewed and is not encoded as an aspect link.,reference-verified,solo-maintainer-reference-backed,card:b1-media-technology-014(support) | card:a1-first-verbs-020(contrast) | topic:grammar-cases-accusative(support),
P7-NR-037,vp-l-podobac-sie-26084690c7ca,podobać się,imperfective,true,vp-m-podobac-sie-appeal-to-a74665181e3f,appeal-to,like (something appeals to someone),The thing liked is the grammatical subject and the person is Dative. This reversed mapping is the whole point of the record; contrast with lubić.,vp-p-podobac-sie-appeal-to-nominative-stimulus-dative-experiencer-ef199e675ee9,nominative-stimulus-dative-experiencer,subject-experiencer,"nominative (subject, required); dative (experiencer, required)",A2,A2,active-production,core,neutral,,The thing liked is the subject and the person is Dative: ten film podoba mi się.,predicted-distractor: podobam ten film -> The thing liked is the subject and the person is Dative: ten film podoba mi się.,,,,,,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/23408/podobac-sie/4701782 (sense 'z wygladu') - Skladnia | medak-2011-headword-index/lemma: headword index entry 425 | repository/complement-frame: data-b1.js#b1-expressing-opinions-004,"Skladnia gives KOMU beside a subject column whose second schema takes a clause, so the stimulus-subject slot is structural; this sense's Polaczenia list film, ksiazka and muzyka among the subjects. | Listed form for podobać się; headword-inventory presence only, no detailed entry exposed in the demo. | Existing B1 card uses the construction in the negative with a Dative pronoun.",reference-verified,solo-maintainer-reference-backed,card:b1-expressing-opinions-004(support) | card:b1-culture-entertainment-021(support) | card:a1-first-verbs-018(contrast) | topic:grammar-cases-dative(support),
P7-NR-038,vp-l-ufac-6a061471e40a,ufać,imperfective,false,vp-m-ufac-trust-92b1bdb490f0,trust,trust,Being convinced that a person has good intentions and will not let one down.,vp-p-ufac-trust-dative-object-10988adac8cd,dative-object,lexical-frame,"dative (object, required)",B1,B1,active-production,core,neutral,,The person you trust goes in the Dative: ufam bratu.,"predicted-distractor: ufam mojego brata -> Ufać takes the Dative, not the Accusative: ufam mojemu bratu.",,,,,,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/2103/ufac/516898 (sense 'przyjacielowi') - Skladnia | medak-2011-headword-index/lemma: headword index entry 727 | repository/complement-frame: data-grammar.js#grammar-cases-dative,"Contemporary Skladnia gives a single KOMU frame restricted to a personal subject. | Listed form for ufać; headword-inventory presence only, no detailed entry exposed in the demo. | Existing Dative lesson lists ufac among the verbs that take a Dative object.",reference-verified,solo-maintainer-reference-backed,card:b1-relationships-018(support) | topic:grammar-cases-dative(support),
P7-NR-039,vp-l-wierzyc-171eb7790262,wierzyć,imperfective,false,vp-m-wierzyc-have-trust-0a6cbf4eee17,have-trust,believe (someone); believe in (someone or something),"Having trust in a person or thing: accepting that someone is telling the truth, and having confidence in someone or something. One contemporary sense licenses both the Dative and the w + Accusative frame. Excludes the separately numbered senses for accepting a proposition as true, confidence in people in general or in oneself, ideological conviction, and religious faith.",vp-p-wierzyc-have-trust-dative-object-f38bb3e72123,dative-object,lexical-frame,"dative (object, required)",A2,B1,active-production,core,neutral,,"To believe a person, use the Dative: wierzę ci.",predicted-distractor: nie wierzę go -> Wierzyć takes the Dative: nie wierzę mu.,,,,,,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/2098/wierzyc/667887 (sense 'miec zaufanie') - Skladnia | medak-2011-headword-index/lemma: headword index entry 781 | repository/complement-frame: data-grammar.js#grammar-cases-dative-008,"This one numbered trust sense lists both KOMU/CZEMU and w KOGO/CO, so both authored frames belong to it. | Listed form for wierzyć; headword-inventory presence only, no detailed entry exposed in the demo. | Existing Dative drill teaches the Dative object with a pronoun.",reference-verified,solo-maintainer-reference-backed,drill:grammar-cases-dative-008(practice) | topic:grammar-cases-dative(support),"P7-NR-040 [have-trust] w-accusative-target (w + accusative (target, required)) active-production"
P7-NR-040,vp-l-wierzyc-171eb7790262,wierzyć,imperfective,false,vp-m-wierzyc-have-trust-0a6cbf4eee17,have-trust,believe (someone); believe in (someone or something),"Having trust in a person or thing: accepting that someone is telling the truth, and having confidence in someone or something. One contemporary sense licenses both the Dative and the w + Accusative frame. Excludes the separately numbered senses for accepting a proposition as true, confidence in people in general or in oneself, ideological conviction, and religious faith.",vp-p-wierzyc-have-trust-w-accusative-target-6561408ea8d1,w-accusative-target,lexical-frame,"w + accusative (target, required)",B1,B1,active-production,common,neutral,,"For confidence in a person or thing, use w + Accusative: wierzę w tego lekarza.",,,,,,,"wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/2098/wierzyc/667887 (sense 'miec zaufanie') - Skladnia, w KOGO/CO frame","The w + Accusative frame is listed under the same trust sense as the Dative frame, not under the truth, self-confidence, ideological or religious senses.",reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-accusative(support),"P7-NR-039 [have-trust] dative-object (dative (object, required)) active-production"
P7-NR-041,vp-l-zajmowac-sie-176f8a1300f8,zajmować się,imperfective,true,vp-m-zajmowac-sie-occupation-activity-7e3a8332a3bc,occupation-activity,do (as an activity or job); deal with,"Having something as one's activity, field or job. The lexical się is part of the verb.",vp-p-zajmowac-sie-occupation-activity-instrumental-topic-3321df3f989e,instrumental-topic,lexical-frame,"instrumental (topic, required)",A2,B1,active-production,core,neutral,,What you do or deal with takes the bare Instrumental: zajmuję się marketingiem.,"predicted-distractor: zajmuję się o marketing -> No preposition: use the bare Instrumental, zajmuję się marketingiem.",,,,,,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/19960/zajmowac-sie/5200684 (sense 'gotowaniem') - Skladnia | medak-2011-headword-index/lemma: headword index entry 897 | repository/complement-frame: data-grammar.js#grammar-cases-instrumental,"Contemporary Skladnia gives a bare CZYM frame for the activity sense. | Listed form for zajmować się; headword-inventory presence only, no detailed entry exposed in the demo. | Existing Instrumental lesson lists this verb among the bare-Instrumental group.",reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-instrumental(support),"P7-NR-042 [look-after-person] instrumental-object (instrumental (object, required)) recognition-only"
P7-NR-042,vp-l-zajmowac-sie-176f8a1300f8,zajmować się,imperfective,true,vp-m-zajmowac-sie-look-after-person-b23fbb8fc99b,look-after-person,look after; take care of,Attending to the needs of a person or animal. Same Instrumental government as the activity sense but a different participant.,vp-p-zajmowac-sie-look-after-person-instrumental-object-6f93facbd939,instrumental-object,lexical-frame,"instrumental (object, required)",B1,,recognition-only,common,neutral,,In the caring sense the person cared for is still a bare Instrumental.,,"Kiedy siostra jest w pracy, zajmuję się jej córką.","When my sister is at work, I look after her daughter.",vp-e-zajmowac-sie-look-after-person-instrumental-object-looking-after-my-sisters-daughter-1976cdf5b971,looking-after-my-sisters-daughter,editorial-generated:priority7-example-generation:2026-08-16,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/19960/zajmowac-sie/5200711 (sense 'synem') - Skladnia,Contemporary reference numbers the caring sense separately with a KIM/CZYM frame.,reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-instrumental(support),"P7-NR-041 [occupation-activity] instrumental-topic (instrumental (topic, required)) active-production"
P7-NR-043,vp-l-opiekowac-sie-3a290ee21577,opiekować się,imperfective,true,vp-m-opiekowac-sie-care-for-278e820d8562,care-for,look after; care for,"Attentively caring for a person, animal or thing and its needs. The lexical się is part of the verb.",vp-p-opiekowac-sie-care-for-instrumental-object-8aa6f0a91e5b,instrumental-object,lexical-frame,"instrumental (object, required)",B1,B1,active-production,core,neutral,,Who or what you look after takes the bare Instrumental: opiekuję się babcią.,"predicted-distractor: opiekuję się o babcię -> No preposition: use the bare Instrumental, opiekuję się babcią.",Dziś opiekuję się młodszą siostrą.,Today I'm looking after my younger sister.,vp-e-opiekowac-sie-care-for-instrumental-object-caring-for-a-sick-grandmother-5d1ea100cdfa,caring-for-a-sick-grandmother,editorial-generated:priority7-example-generation:2026-08-16,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/13572/opiekowac-sie - Skladnia | medak-2011-headword-index/lemma: headword index entry 360 | repository/contrast: data-grammar.js#grammar-cases-instrumental,"Contemporary Skladnia gives a single bare KIM/CZYM frame. | Listed form for opiekować się; headword-inventory presence only, no detailed entry exposed in the demo. | No existing Po polsku card, drill, scenario or podcast line uses this lemma at all; the record fills a genuine content gap.",reference-verified,solo-maintainer-reference-backed,topic:grammar-cases-instrumental(support),
P7-NR-044,vp-l-zalezec-679daa27f9be,zależeć,imperfective,false,vp-m-zalezec-depend-on-d640b1729639,depend-on,depend on,"A thing, outcome or circumstance being determined or conditioned by an external factor. The separately numbered personal-dependency sense is not authored here.",vp-p-zalezec-depend-on-od-genitive-source-1ad29f7a1318,od-genitive-source,lexical-frame,"od + genitive (topic, required)",B1,B1,active-production,core,neutral,,Use od + Genitive for what something depends on: to zależy od pogody.,,Nasze plany zależą od pogody.,Our plans depend on the weather.,vp-e-zalezec-depend-on-od-genitive-source-plans-depend-on-the-weather-e539ac27be66,plans-depend-on-the-weather,editorial-generated:priority7-example-generation:2026-08-16,wsjp-pan/complement-frame: wsjp.pl/haslo/podglad/35063/zalezec/3938838 (sense 'cos od czegos') - Skladnia | medak-2011-headword-index/lemma: headword index entry 904 | repository/complement-frame: data-b1.js#b1-expressing-opinions-013,"Sense 1 covers a thing or circumstance conditioned by an external factor and its Skladnia gives od CZEGO. The personal-dependency sense is numbered separately. | Listed form for zależeć; headword-inventory presence only, no detailed entry exposed in the demo. | Existing B1 opinion card uses od + Genitive in a dialogue turn.",reference-verified,solo-maintainer-reference-backed,card:b1-expressing-opinions-013(support) | topic:grammar-cases-genitive(support),"P7-NR-045 [matter-to-someone] dative-experiencer-na-locative (dative (experiencer, required); na + locative (topic, required)) recognition-only"
