source_file,scope,level_id,level,topic_id,topic,card_id,pl_surface,en_gloss,classification_basis,entry_type,lemma_candidate,lemma_confidence,surface_sie_form,pair_raw,pair_lemmas,relation_type,related_ids,sense_groups,is_mature,case_guidance_status,case_ids_raw,hint_evidence,example_evidence,surface_normalized,duplicate_surface_group_size,flashcard_eligible,search_eligible,typeit_eligible,listening_eligible,mixed_eligible,accepted_answers_count,source_match_audit_class,book_indexes,linked_repository_form_source_entry_numbers,opposite_reflexivity_collision_entry_numbers,uncertainty_note
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-official-matters,Sprawy urzędowe,a2-official-matters-004,złożyć wniosek,to submit an application,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,złożyć,high-surface; semantic sense unresolved,false,składać / złożyć wniosek,składać;złożyć,,,,false,none-structured; inspect free text/context,,The core bureaucratic verb.,Gdzie mogę złożyć wniosek?,złożyć wniosek,1,true,true,true,true,true,0,unreviewed-linked-form-only,,641,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-official-matters,Sprawy urzędowe,a2-official-matters-010,wypełnić,to fill in,infinitive-headed Polish label + English verbal gloss,lemma,wypełnić,high-surface; semantic sense unresolved,false,wypełniać / wypełnić,wypełniać;wypełnić,,,,false,none-structured; inspect free text/context,,Used for forms.,Proszę wypełnić formularz.,wypełnić,1,true,true,true,true,true,0,unreviewed-linked-form-only,,850,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-official-matters,Sprawy urzędowe,a2-official-matters-012,podpisać,to sign,infinitive-headed Polish label + English verbal gloss,lemma,podpisać,high-surface; semantic sense unresolved,false,podpisywać / podpisać,podpisywać;podpisać,,,,false,none-structured; inspect free text/context,,The verb form.,Gdzie mam podpisać?,podpisać,1,true,true,true,true,true,0,unreviewed-linked-form-only,,426,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-official-matters,Sprawy urzędowe,a2-official-matters-014,umówić się na wizytę,to book an appointment,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,umówić się,high-surface; semantic sense unresolved,true,umawiać się / umówić się na wizytę,umawiać się;umówić się,,,,false,none-structured; inspect free text/context,,For offices and clinics. A woman says: Chciałabym.,Chciałbym umówić się na wizytę.,umówić się na wizytę,1,true,true,true,true,true,0,unreviewed-linked-form-only,,736,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-apartment,Mieszkanie,a2-apartment-015,naprawić,to repair / fix,infinitive-headed Polish label + English verbal gloss,lemma,naprawić,high-surface; semantic sense unresolved,false,naprawiać / naprawić,naprawiać;naprawić,,,,false,none-structured; inspect free text/context,,'naprawa' = a repair.,Czy może pan to naprawić?,naprawić,1,true,true,true,true,true,0,unreviewed-linked-form-only,,253,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-daily-life,Życie codzienne i rutyna,a2-daily-life-004,wracać do domu,to return home,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,wracać,high-surface; semantic sense unresolved,false,wracać / wrócić do domu,wracać;wrócić,,,,false,none-structured; inspect free text/context,,Verb. 'Wracam' = I return.,Zazwyczaj wracam do domu po szesnastej.,wracać do domu,1,true,true,true,true,true,0,exact,804,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-daily-life,Życie codzienne i rutyna,a2-daily-life-005,sprzątać,to clean,infinitive-headed Polish label + English verbal gloss,lemma,sprzątać,high-surface; semantic sense unresolved,false,sprzątać / posprzątać,sprzątać;posprzątać,,,,false,none-structured; inspect free text/context,,Verb. 'Sprzątam' = I clean.,W sobotę sprzątam całe mieszkanie.,sprzątać,1,true,true,true,true,true,0,exact,663,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-daily-life,Życie codzienne i rutyna,a2-daily-life-006,prać,to do laundry,infinitive-headed Polish label + English verbal gloss,lemma,prać,high-surface; semantic sense unresolved,false,prać / wyprać,prać;wyprać,,,,false,none-structured; inspect free text/context,,Verb. 'Piorę' = I wash (clothes).,Muszę dzisiaj wyprać ubrania.,prać,1,true,true,true,true,true,0,exact,484,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-daily-life,Życie codzienne i rutyna,a2-daily-life-007,odpoczywać,to rest,infinitive-headed Polish label + English verbal gloss,lemma,odpoczywać,high-surface; semantic sense unresolved,false,odpoczywać / odpocząć,odpoczywać;odpocząć,,,,false,none-structured; inspect free text/context,,Verb. 'Odpoczywam' = I rest.,Wieczorem wreszcie mogę odpocząć.,odpoczywać,2,true,true,true,true,true,0,exact,327,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-daily-life,Życie codzienne i rutyna,a2-daily-life-008,kłaść się spać,to go to sleep,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,kłaść się,high-surface; semantic sense unresolved,true,kłaść się / położyć się spać,kłaść się;położyć się,,,,false,none-structured; inspect free text/context,,Reflexive verb. 'Kładę się' = I lie down.,Kładę się spać około północy.,kłaść się spać,1,true,true,true,true,true,0,exact,160,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-daily-life,Życie codzienne i rutyna,a2-daily-life-009,zasypiać,to fall asleep,infinitive-headed Polish label + English verbal gloss,lemma,zasypiać,high-surface; semantic sense unresolved,false,zasypiać / zasnąć,zasypiać;zasnąć,,,,false,none-structured; inspect free text/context,,Verb.,Zasypiam bardzo szybko.,zasypiać,1,true,true,true,true,true,0,exact,935,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-health-body,Zdrowie i ciało,a2-health-body-027,chorować,to be sick / ill,infinitive-headed Polish label + English verbal gloss,lemma,chorować,high-surface; semantic sense unresolved,false,chorować / zachorować,chorować;zachorować,,,,false,none-structured; inspect free text/context,,Verb. 'Choruję' = I am sick.,Często choruję zimą.,chorować,1,true,true,true,true,true,0,exact,32,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-health-body,Zdrowie i ciało,a2-health-body-028,zdrowieć,to get well,infinitive-headed Polish label + English verbal gloss,lemma,zdrowieć,high-surface; semantic sense unresolved,false,zdrowieć / wyzdrowieć,zdrowieć;wyzdrowieć,,,,false,none-structured; inspect free text/context,,Verb.,Bierz leki i szybko zdrowiej!,zdrowieć,1,true,true,true,true,true,0,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-food-shopping,Jedzenie i zakupy,a2-food-shopping-005,gotować,to cook,infinitive-headed Polish label + English verbal gloss,lemma,gotować,high-surface; semantic sense unresolved,false,gotować / ugotować,gotować;ugotować,,,,false,none-structured; inspect free text/context,,Verb. 'Gotuję' = I cook.,Uwielbiam gotować w weekendy.,gotować,2,true,true,true,true,true,0,exact,128,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-food-shopping,Jedzenie i zakupy,a2-food-shopping-006,smażyć,to fry,infinitive-headed Polish label + English verbal gloss,lemma,smażyć,high-surface; semantic sense unresolved,false,smażyć / usmażyć,smażyć;usmażyć,,,,false,none-structured; inspect free text/context,,Verb.,Trzeba usmażyć cebulę na patelni.,smażyć,1,true,true,true,true,true,0,exact,646,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-food-shopping,Jedzenie i zakupy,a2-food-shopping-007,piec,to bake,infinitive-headed Polish label + English verbal gloss,lemma,piec,high-surface; semantic sense unresolved,false,piec / upiec,piec;upiec,,,,false,none-structured; inspect free text/context,,Verb. 'Piekę' = I bake.,Często piekę chleb w domu.,piec,1,true,true,true,true,true,0,exact,401,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-travel-holidays,Podróże i wakacje,a2-travel-holidays-007,rezerwować,to book / reserve,infinitive-headed Polish label + English verbal gloss,lemma,rezerwować,high-surface; semantic sense unresolved,false,rezerwować / zarezerwować,rezerwować;zarezerwować,,,,false,none-structured; inspect free text/context,,Verb. 'Rezerwuję' = I book.,Chcę zarezerwować pokój na dwie noce.,rezerwować,1,true,true,true,true,true,0,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-work-education,Praca i edukacja,a2-work-education-007,uczyć się,to study / learn,infinitive-headed Polish label + English verbal gloss,reflexive-lemma,uczyć się,high-surface; semantic sense unresolved,true,uczyć się / nauczyć się,uczyć się;nauczyć się,,,,false,none-structured; inspect free text/context,,Verb. 'Uczę się' = I study.,Muszę się uczyć do egzaminu.,uczyć się,1,true,true,true,true,true,0,exact,718,261,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-work-education,Praca i edukacja,a2-work-education-010,szukać pracy,to look for a job,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,szukać,high-surface; semantic sense unresolved,false,szukać (impf) / znaleźć (to find),szukać;znaleźć,,,,false,none-structured; inspect free text/context,,Verb phrase.,Od miesiąca szukam nowej pracy.,szukać pracy,1,true,true,true,true,true,0,exact,684,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-leisure-culture,Czas wolny i kultura,a2-leisure-culture-002,interesować się,to be interested in,infinitive-headed Polish label + English verbal gloss,reflexive-lemma,interesować się,high-surface; semantic sense unresolved,true,interesować się / zainteresować się,interesować się;zainteresować się,,,,false,explicit-case-name-in-card-text,instrumental,Reflexive verb + instrumental case. 'Interesuję się' = I am interested in (ongoing); the perfective 'zainteresować się' means to become interested or to look into something.,Interesuję się polityką i sportem.,interesować się,1,true,true,true,true,true,0,exact,141,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-leisure-culture,Czas wolny i kultura,a2-leisure-culture-007,uprawiać sport,to do sports,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,uprawiać,high-surface; semantic sense unresolved,false,uprawiać (impf only),uprawiać,,,,false,none-structured; inspect free text/context,,Verb phrase.,"Trzeba uprawiać sport, żeby być zdrowym.",uprawiać sport,1,true,true,true,true,true,0,exact,746,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-leisure-culture,Czas wolny i kultura,a2-leisure-culture-008,biegać,to run / jog,infinitive-headed Polish label + English verbal gloss,lemma,biegać,high-surface; semantic sense unresolved,false,"biegać (impf, habitual)",biegać,,,,false,none-structured; inspect free text/context,,Verb. 'Biegam' = I run.,Biegam w parku trzy razy w tygodniu.,biegać,2,true,true,true,true,true,0,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-leisure-culture,Czas wolny i kultura,a2-leisure-culture-011,spotykać się,to meet up,infinitive-headed Polish label + English verbal gloss,reflexive-lemma,spotykać się,high-surface; semantic sense unresolved,true,spotykać się / spotkać się,spotykać się;spotkać się,,,,false,none-structured; inspect free text/context,,Reflexive verb.,Często spotykam się z przyjaciółmi w pubie.,spotykać się,1,true,true,true,true,true,0,exact,658,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-leisure-culture,Czas wolny i kultura,a2-leisure-culture-014,zaprosić,to invite,infinitive-headed Polish label + English verbal gloss,lemma,zaprosić,high-surface; semantic sense unresolved,false,zapraszać / zaprosić,zapraszać;zaprosić,,,,false,none-structured; inspect free text/context,,'zaprosić kogoś na coś'.,Zaprosiłem znajomych na kolację.,zaprosić,1,true,true,true,true,true,0,unreviewed-linked-form-only,,923,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-leisure-culture,Czas wolny i kultura,a2-leisure-culture-016,planować,to plan,infinitive-headed Polish label + English verbal gloss,lemma,planować,high-surface; semantic sense unresolved,false,planować / zaplanować,planować;zaplanować,,,,false,none-structured; inspect free text/context,,"planuję, planujesz.",Planujemy wakacje nad morzem.,planować,1,true,true,true,true,true,0,exact,405,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-001,oddawać,"to give back, return",infinitive-headed Polish label + English verbal gloss,lemma,oddawać,high-surface; semantic sense unresolved,false,oddawać / oddać,oddawać;oddać,aspect-pair,,verb-to-return-give-back,false,none-structured; inspect free text/context,,czas. niedok. / dok. · oddać coś komuś = give sth back to sb.,Oddam butelki w sklepie.,oddawać,1,true,true,true,true,true,1,exact,304,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-002,zwracać,"to return, give back",infinitive-headed Polish label + English verbal gloss,lemma,zwracać,high-surface; semantic sense unresolved,false,zwracać / zwrócić,zwracać;zwrócić,aspect-pair,,verb-to-return-give-back,false,none-structured; inspect free text/context,,czas. niedok. / dok. · Close to oddać; often used for refunds.,Zwrócę butelki i dostanę pieniądze.,zwracać,1,true,true,true,true,true,1,exact,990,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-003,zbierać,"to collect, gather",infinitive-headed Polish label + English verbal gloss,lemma,zbierać,high-surface; semantic sense unresolved,false,zbierać / zebrać,zbierać;zebrać,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok.,Będę zbierać butelki do recyklingu.,zbierać,1,true,true,true,true,true,1,exact,945,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-004,wyrzucać,to throw out,infinitive-headed Polish label + English verbal gloss,lemma,wyrzucać,high-surface; semantic sense unresolved,false,wyrzucać / wyrzucić,wyrzucać;wyrzucić,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok. · wyrzucać śmieci = take out the rubbish.,Wyrzucę śmieci wieczorem.,wyrzucać,1,true,true,true,true,true,1,exact,860,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-005,segregować,"to sort, segregate",infinitive-headed Polish label + English verbal gloss,lemma,segregować,high-surface; semantic sense unresolved,false,,,,,,false,none-structured; inspect free text/context,,czas. (niedok.) · segregować śmieci / odpady.,Będę segregować śmieci w domu.,segregować,1,true,true,true,true,true,0,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-013,oszczędzać,"to save (water, power)",infinitive-headed Polish label + English verbal gloss,lemma,oszczędzać,high-surface; semantic sense unresolved,false,oszczędzać / oszczędzić,oszczędzać;oszczędzić,aspect-pair,,,false,none-structured; inspect free text/context,,"czas. niedok. / dok. · oszczędzać wodę, prąd.",Będę oszczędzać wodę i prąd.,oszczędzać,2,true,true,true,true,true,1,exact,377,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-014,wyłączać,"to switch off, turn off",infinitive-headed Polish label + English verbal gloss,lemma,wyłączać,high-surface; semantic sense unresolved,false,wyłączać / wyłączyć,wyłączać;wyłączyć,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok. · Opposite: włączać / włączyć (turn on).,Wyłączę komputer na noc.,wyłączać,1,true,true,true,true,true,1,exact,837,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-015,zakręcać,to turn off (a tap),infinitive-headed Polish label + English verbal gloss,lemma,zakręcać,high-surface; semantic sense unresolved,false,zakręcać / zakręcić,zakręcać;zakręcić,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok. · zakręcać wodę = turn off the water.,Zakręcaj wodę podczas mycia zębów.,zakręcać,1,true,true,true,true,true,1,exact,901,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-016,marnować,to waste,infinitive-headed Polish label + English verbal gloss,lemma,marnować,high-surface; semantic sense unresolved,false,marnować / zmarnować,marnować;zmarnować,aspect-pair,,,false,none-structured; inspect free text/context,,"czas. niedok. / dok. · marnować wodę, jedzenie, czas.",Nie będę marnować jedzenia.,marnować,1,true,true,true,true,true,1,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-020,brać prysznic,to take a shower,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,brać,high-surface; semantic sense unresolved,false,brać / wziąć prysznic,brać;wziąć,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok. · zamiast kąpieli = instead of a bath.,Będę brać prysznic zamiast kąpieli.,brać prysznic,2,true,true,true,true,true,1,exact,15,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-021,kupować,to buy,infinitive-headed Polish label + English verbal gloss,lemma,kupować,high-surface; semantic sense unresolved,false,kupować / kupić,kupować;kupić,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok.,Nie będę kupować nowych ubrań.,kupować,2,true,true,true,true,true,1,exact,185,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-022,wymieniać się,"to swap, exchange",infinitive-headed Polish label + English verbal gloss,reflexive-lemma,wymieniać się,high-surface; semantic sense unresolved,true,wymieniać się / wymienić się,wymieniać się;wymienić się,aspect-pair,,,false,explicit-case-name-in-card-text,narzędnik,czas. niedok. / dok. + narzędnik · wymieniać się ubraniami = swap clothes.,Wymieniam się ubraniami z koleżankami.,wymieniać się,1,true,true,true,true,true,1,opposite-reflexivity-base-collision-only,,,841,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-023,pakować,to pack,infinitive-headed Polish label + English verbal gloss,lemma,pakować,high-surface; semantic sense unresolved,false,pakować / zapakować,pakować;zapakować,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok.,Zapakuję zakupy do własnej torby.,pakować,1,true,true,true,true,true,1,exact,390,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-024,używać,to use,infinitive-headed Polish label + English verbal gloss,lemma,używać,high-surface; semantic sense unresolved,false,używać / użyć,używać;użyć,aspect-pair,,,false,explicit-case-name-in-card-text,dopełniacz;genitive,czas. niedok. / dok. + dopełniacz · Takes genitive: używać plastiku.,Będę używać wielorazowych opakowań.,używać,1,true,true,true,true,true,1,exact,767,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-026,inwestować,to invest,infinitive-headed Polish label + English verbal gloss,lemma,inwestować,high-surface; semantic sense unresolved,false,inwestować / zainwestować,inwestować;zainwestować,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok. · inwestować w zieloną energię.,Będę inwestować w zieloną energię.,inwestować,2,true,true,true,true,true,1,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-027,redukować,to reduce,infinitive-headed Polish label + English verbal gloss,lemma,redukować,high-surface; semantic sense unresolved,false,redukować / zredukować,redukować;zredukować,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok. · redukować emisję CO2.,Musimy redukować emisję CO2.,redukować,1,true,true,true,true,true,1,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-ecology,Ekologia,a2-ecology-028,wycinać,to cut down,infinitive-headed Polish label + English verbal gloss,lemma,wycinać,high-surface; semantic sense unresolved,false,wycinać / wyciąć,wycinać;wyciąć,aspect-pair,,,false,none-structured; inspect free text/context,,czas. niedok. / dok. · wycinać drzewa = cut down trees.,Nie powinniśmy wycinać drzew.,wycinać,1,true,true,true,true,true,1,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-001,wyglądać na,to look (a certain way),infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,wyglądać,high-surface; semantic sense unresolved,false,,,,,,false,explicit-case-name-in-card-text,biernik,czas. + biernik · wyglądać na zmęczonego = to look tired.,Wyglądasz na zmęczoną.,wyglądać na,1,true,true,true,true,true,0,exact,826,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-002,być podobnym do,to look like / resemble,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,być,high-surface; semantic sense unresolved,false,,,,,,false,explicit-case-name-in-card-text,dopełniacz,+ dopełniacz · podobny do ojca = like one's father.,Jesteś bardzo podobny do brata.,być podobnym do,1,true,true,true,true,true,0,exact,25,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-003,mieć na sobie,to have on / be wearing,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,mieć,high-surface; semantic sense unresolved,false,,,,,,false,explicit-case-name-in-card-text,biernik,+ biernik · the everyday way to say 'wearing'.,Ona ma na sobie czerwoną sukienkę.,mieć na sobie,1,true,true,true,true,true,0,exact,214,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-004,nosić,to wear (habitually),infinitive-headed Polish label + English verbal gloss,lemma,nosić,high-surface; semantic sense unresolved,false,,,,,,false,none-structured; inspect free text/context,,"czas. niedok. · for what you wear regularly, not right now.",Zimą noszę ciepłą czapkę.,nosić,2,true,true,true,true,true,0,exact,270,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-005,zakładać,to put on,infinitive-headed Polish label + English verbal gloss,lemma,zakładać,high-surface; semantic sense unresolved,false,zakładać / założyć,zakładać;założyć,aspect-pair,,,false,none-structured; inspect free text/context,,dok. / niedok. · założyć kurtkę = put a jacket on.,"Załóż kurtkę, jest zimno.",zakładać,1,true,true,true,true,true,1,exact,898,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-006,przymierzyć,to try on,infinitive-headed Polish label + English verbal gloss,lemma,przymierzyć,high-surface; semantic sense unresolved,false,,,,,,false,none-structured; inspect free text/context,,dok. · in a shop: Czy mogę przymierzyć...?,Chcę przymierzyć te buty.,przymierzyć,1,true,true,true,true,true,0,absent,,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-007,pasować do,to match / suit,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,pasować,high-surface; semantic sense unresolved,false,,,,,,false,explicit-case-name-in-card-text,dopełniacz,+ dopełniacz · ten szalik pasuje do płaszcza.,Ten kolor pasuje do twoich oczu.,pasować do,1,true,true,true,true,true,0,exact,396,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
data-a2.js,core-A1-B1-lexical-card,a2,A2,a2-appearance-clothes,Wygląd i ubrania,a2-appearance-clothes-008,leżeć dobrze,to fit well,infinitive-headed Polish label + English verbal gloss,verb-phrase-or-collocation,leżeć,high-surface; semantic sense unresolved,false,,,,,,false,none-structured; inspect free text/context,,o ubraniu · ta sukienka leży idealnie = it fits perfectly.,Te spodnie leżą na tobie świetnie.,leżeć dobrze,1,true,true,true,true,true,0,exact,194,,,"Leading infinitive is counted as the primary lemma candidate; phrase sense, aspect relation, and case pattern are not inferred from this row."
